repair_type,dataset,field,original_value,new_value,reason,timestamp,precinct_id
CRITICAL_NO_REPAIR,precinct_model,registered,0,0,Likely join/extraction error — registered not mapped from workbook,2026-03-14T00:10:02.957876,001
CRITICAL_NO_REPAIR,precinct_model,registered,0,0,Likely join/extraction error — registered not mapped from workbook,2026-03-14T00:10:02.957876,002
CRITICAL_NO_REPAIR,precinct_model,registered,0,0,Likely join/extraction error — registered not mapped from workbook,2026-03-14T00:10:02.957876,003
CRITICAL_NO_REPAIR,precinct_model,registered,0,0,Likely join/extraction error — registered not mapped from workbook,2026-03-14T00:10:02.957876,004
