canonical_precinct_id,registered,ballots_cast,turnout_pct,support_pct,log_registered,sqrt_registered,ballots_cast_per_registered,support_density,target_score,target_tier,walk_priority_rank,confidence_level,walk_priority,universe_name,universe_reason,key_metrics_snapshot,region_id,region_rank,region_name,precinct_count,registered_total,avg_target_score,doors_estimated,shifts_needed,volunteers_needed_weekend,expected_contacts,doors_to_knock,volunteers_needed,weeks_required,net_gain_turnout,net_gain_persuasion,expected_net_gain
0100003,44,32,0.727273,0.59375,3.8066624897703196,6.6332495807108,0.7272727272727273,26.125,0.007452604629548296,4,288,medium,Low,Other / Unassigned,Does not meet specific targeting criteria,"{""registered"": 44, ""turnout_pct"": 0.727, ""support_pct"": 0.594}",REGION_07,4,Region 07,81,64265,0.1452,29,0.48333333333333334,0.09666666666666666,7.25,29,0.1,0.2,0.043046875000000005,0.0145,0.057546875000000004
0300003,53,35,0.660377,0.457143,3.9889840465642745,7.280109889280518,0.660377358490566,24.228579,0.006911617991302456,4,289,medium,Low,Other / Unassigned,Does not meet specific targeting criteria,"{""registered"": 53, ""turnout_pct"": 0.66, ""support_pct"": 0.457}",REGION_06,6,Region 06,19,1459,0.0101,35,0.5833333333333334,0.11666666666666667,8.75,35,0.1,0.3,0.040000012500000015,0.0175,0.05750001250000002
0500142,37,31,0.837838,0.774194,3.6375861597263857,6.082762530298219,0.8378378378378378,28.645178,0.008171528657494164,4,284,medium,Low,Base Protection,Highest support and high turnout; focus on maintenance and VBM sign-up,"{""registered"": 37, ""turnout_pct"": 0.838, ""support_pct"": 0.774}",REGION_10,1,Region 10,99,101232,0.2116,24,0.4,0.08,6.0,24,0.1,0.2,0.23225820000000005,0.012,0.24425820000000006
0710009,43,28,0.651163,0.678571,3.784189633918261,6.557438524302,0.6511627906976745,29.178553,0.008323683030481163,4,283,medium,Low,Other / Unassigned,Does not meet specific targeting criteria,"{""registered"": 43, ""turnout_pct"": 0.651, ""support_pct"": 0.679}",REGION_07,4,Region 07,81,64265,0.1452,28,0.4666666666666667,0.09333333333333334,7.0,28,0.1,0.2,0.04749997000000001,0.014,0.06149997000000001
0710050,30,21,0.7,0.952381,3.4339872044851463,5.477225575051661,0.7,28.57143,0.008150490774768043,4,285,medium,Low,Other / Unassigned,Does not meet specific targeting criteria,"{""registered"": 30, ""turnout_pct"": 0.7, ""support_pct"": 0.952}",REGION_01,7,Region 01,13,652,0.0135,20,0.3333333333333333,0.06666666666666667,5.0,20,0.1,0.2,0.04761905000000001,0.01,0.05761905000000001
0740003,38,26,0.684211,0.615385,3.6635616461296463,6.164414002968976,0.6842105263157895,23.384629999999998,0.006670867054479387,4,290,medium,Low,Other / Unassigned,Does not meet specific targeting criteria,"{""registered"": 38, ""turnout_pct"": 0.684, ""support_pct"": 0.615}",REGION_07,4,Region 07,81,64265,0.1452,25,0.4166666666666667,0.08333333333333334,6.25,25,0.1,0.2,0.038461562500000004,0.0125,0.0509615625
0750003,33,25,0.757576,0.8,3.5263605246161616,5.744562646538029,0.7575757575757576,26.400000000000002,0.007531053099333017,4,287,medium,Low,Base Protection,Highest support and high turnout; focus on maintenance and VBM sign-up,"{""registered"": 33, ""turnout_pct"": 0.758, ""support_pct"": 0.8}",REGION_05,2,Region 05,71,80979,0.2618,22,0.36666666666666664,0.07333333333333333,5.5,22,0.1,0.2,0.22000000000000003,0.011,0.23100000000000004
0750048,35,28,0.8,0.785714,3.58351893845611,5.916079783099616,0.8,27.49999,0.007844844125800264,4,286,medium,Low,Base Protection,Highest support and high turnout; focus on maintenance and VBM sign-up,"{""registered"": 35, ""turnout_pct"": 0.8, ""support_pct"": 0.786}",REGION_10,1,Region 10,99,101232,0.2116,23,0.38333333333333336,0.07666666666666667,5.75,23,0.1,0.2,0.22589277500000005,0.0115,0.23739277500000006
