canonical_precinct_id,registered,ballots_cast,support_pct,persuasion_universe_size,turnout_universe_size,swing_factor
None,0,0.0,0.5,0.0,0.0,1.0
None,0,0.0,0.5,0.0,0.0,1.0
None,0,0.0,0.5,0.0,0.0,1.0
