region_id,expected_contacts
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
REGION_01,0.0
