turf_id,precinct_ids,sum_registered,turf_purpose
TURF_001,"Precinct 0510000,Precinct 0510001,Precinct 0510002,Precinct 0510003,Precinct 0510004,Precinct 0510005,Precinct 0510006,Precinct 0510007,Precinct 0510008,Precinct 0510009",0,turnout
