turf_id,precinct_ids,sum_registered,turf_purpose
TURF_001,"None,0100134,0100250,0100267,0200029,0200048,0200117,0200121,0200122,0200130,0200136,0200142,0200147,0250047,0250052,0710049,0710050,0710051,0710052,0710053,0720011,0720012,0720013,0720014,0720015,0720016,0720017,0720018,0720019,0720020,0720021,0720022,0720023,0720024,0720025,0720026,0720027,0720028,0720029,0720030,0725001,0725002,0725003,0725004,0725005,0725006,0725007,0725008,0725009,0725010,0725011,0725012,0725013,0725014,0725015,0725016,Contest Total,*** Indicates vote data was suppressed due to voter privacy settings.",0,turnout
